Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,RTX,PFE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM,
20180406,42.1,91.91,326.12,142.99,40.73,114.76,100.35,90.73,249.97,174.45,150.57,48.79,128.1,109.09,43.92,161.25,212.25,53.36,90.23,67.55,77.25,33.32,78.43,137.25,223.96,117.7,47.48,63.47,86.69,74.87,
20180409,42.51,92.14,322.48,143.08,41.17,115.98,99.7,90.7,252.19,172.51,152.69,49.55,129.48,110.4,43.83,161.23,212.81,56.16,90.77,67.18,76.91,33.59,78.16,137.23,222.73,118.79,46.92,62.85,86.28,74.87,
20180410,43.31,93,334.83,148.09,42.51,118.85,101.37,93.83,256.57,173.49,155.39,51.27,130.25,112.51,43.99,162.77,216.98,56.49,92.88,67,77.38,34.06,78.37,137.86,226.79,120.72,48.27,63.76,86.45,77.07,
20180411,43.11,91.6,327.36,146.79,42.43,119.25,100.8,92.18,252.94,172.86,155.36,51.1,129.63,110.62,43.99,163.34,214.33,56.2,91.86,66.83,77.06,33.91,78.27,136.59,221.9,119.78,47.58,64.11,85.91,77.43,
20180412,43.54,93.35,337.48,150.14,43.34,119.23,100.39,94.66,259.59,173.36,158.07,52.72,130.43,113.37,44.03,161.62,216.42,56.74,93.58,67.77,77.56,34.41,77.79,137.29,224.24,121.07,47.74,64.04,85.43,77.22,
20180413,43.68,93.03,329.28,150.23,43,119.92,100.35,94.23,255.92,172.8,156.71,51.86,130.62,110.3,44.51,161.73,215.52,57.17,93.08,67.25,77.22,34.41,78.37,136.29,224.28,120.75,47.66,63.82,86.02,77.84,
20180416,43.96,93.6,331.77,152.14,43.3,120.7,100.24,95.43,257.88,174.43,157.89,52.4,131.76,110.21,44.68,161.63,217.7,58.65,94.17,67.06,77.91,34.61,78.61,137.55,230.32,121.88,48.39,66.22,86.84,78.54,
20180417,44.56,93.86,336.72,153.31,44.59,121.46,102.17,96.2,253.63,174.91,160.91,53.54,130.54,110.21,44.88,162.55,220.09,59.27,96.07,67.51,78.37,34.42,78.43,137.55,238.55,123.8,48.85,65.97,87.9,78.33,
20180418,44.46,95.15,341,155.95,44.63,123.82,101.21,96.92,254,179.85,148.79,53.61,127.72,109.32,44.51,161.81,219.52,58.92,96.44,66.2,78.54,34.57,78.2,136.47,236.4,124.48,48.62,66.26,87.57,79.22,
20180419,43.2,102.37,340.64,155.7,44.56,123.71,100.89,94.74,254.17,177.08,147.7,52.22,127.55,111.72,44.31,159.53,218.85,58.64,96.11,65.73,77.94,34.61,74.95,136.59,235.76,123.96,48.43,65.28,87.89,79.42,
20180420,41.43,100.79,338.67,153.25,44.09,122.31,100.24,94.05,251.96,177.01,144.9,51.53,126.66,111.47,43.74,158.77,217.75,58.83,95,66.09,77.46,34.7,73.8,136.84,235.06,124.2,47.9,63.92,86.98,79,
20180423,41.31,100.61,338.84,153.99,44.25,123.58,100.15,93.42,246.67,177.66,145.86,51.1,126.83,110.93,43.98,158.99,215.88,60.25,95.35,66.88,77.69,34.86,73,137.23,234.34,124.46,48.66,64.6,86.1,79.57,
20180424,40.74,100.44,329.06,144.44,43.74,122.54,99.46,89.97,242.49,176.26,145.56,51.45,126.19,110.41,43.07,157.32,201.13,60.09,93.12,66.97,76.84,35.11,72.5,132.88,234.22,121.27,49.67,65,86.53,78.35,
20180425,40.91,98.78,342.86,145.19,43.71,122.72,101.15,90.63,239.23,177.39,145.94,51.38,126.76,109.99,42.43,155.94,198.84,59.63,92.31,66.67,76.43,34.75,72.3,132.22,234.9,121.21,50.1,65.95,87.17,79.5,
20180426,41.06,100.23,342.79,146.31,44.21,124.22,99.84,91.2,240.09,185.72,146.72,53.05,128.01,110.1,42.75,158.9,197.09,59.41,94.26,68.05,77.29,34.91,72.75,132.95,237.03,127.08,49.76,66.74,87.94,80.86,
20180427,40.58,99.61,340.88,144.72,44.71,126.62,99.23,91.6,239.8,186.46,146.48,52.73,128.27,109.4,43.31,158.3,196.12,59.47,95.82,69.56,77.07,35.05,72.81,133.19,240.18,126.01,51.57,67.11,87.29,77.79,
20180430,41.32,98.75,333.56,144.36,44.29,125.11,100.33,90.06,238.33,184.8,144.96,51.62,126.49,108.78,43.21,167.44,194.39,58.87,93.52,68.39,75.61,34.68,72.34,131.6,236.4,126.88,49.35,66.45,88.46,77.75,
20180501,42.28,98.58,329.54,144.42,44.83,124.86,100.06,89.8,236.67,184.63,145,53.33,126.01,108.78,42.59,163.44,195.02,57.98,95,68.1,74.86,33.54,71.96,131.09,236.85,127.51,48.82,65.42,87.41,76.95,
20180502,44.14,97.63,324.19,143.86,43.86,125.49,99.62,90.42,234.05,185.91,142.45,52.31,123.5,107.92,42.06,160.68,194.5,57.3,93.51,68.26,74.57,33.05,70.94,128.32,233.46,126.38,47.75,63.65,86.34,76.8,
20180503,44.22,97.14,330.69,143.78,44.44,126.01,98.76,90.39,233.41,183.19,141.99,52.28,123.03,107.24,41.89,160.08,195.68,57.53,94.07,66.9,74.07,32.93,71.36,127.31,234.15,127.18,47.84,62.23,86.23,76.54,
20180504,45.96,98.35,334.43,146.37,45.3,125.53,101.15,91.81,234.94,185.03,143.91,52.78,124.19,108.43,42.36,165.03,199.36,57.75,95.16,68.1,75.21,33.01,72.43,129.71,235.9,128.16,48.19,63.81,87.53,76.9,
20180507,46.29,98.58,340.43,149.82,45.73,124.94,102.48,92.45,237.2,183.56,143.22,53.33,123.59,109.37,42.14,165,200.26,57.38,96.22,69.34,76.08,33.09,71.98,128.99,233.78,129.26,47.73,62.3,85.47,77.74,
20180508,46.51,99.74,338.37,149.93,45.71,126.57,101.79,91.47,237,185.04,143,53.63,122.61,110.99,41.81,164.77,201.74,56.76,95.81,68.46,76.64,33.14,71.44,128.66,232.03,129.9,47.02,62.36,85.74,78.09,
20180509,46.84,100.5,344.5,152.61,46.04,128.72,99.97,94.03,241.73,186.36,142.61,54.34,123.51,113.41,41.78,164.24,203.42,57.95,96.94,67.95,77.47,33.32,72.37,129.75,229.21,130.84,46.38,62.94,83.06,79.93,
20180510,47.51,101.38,344.07,153.97,46.3,128.82,101.68,95.34,243.44,187.16,144.24,54.98,125.35,114.29,42.18,165.07,205.03,58.06,97.91,67.92,78.1,33.19,73.15,130.88,233.71,130.84,47.2,63.81,82.69,81.72,
20180511,47.15,101.42,342.46,154.86,45.93,129.84,102.07,95.31,242.92,190.31,144.14,54.67,127.24,113.86,42.14,165.39,205.16,59.69,97.7,68.43,78.34,33.63,73.37,131.25,238.28,131.82,48.62,64.09,83.38,81.28,
20180514,47.04,101.29,344.59,155.28,45.7,130.39,102.44,96.17,243.91,191.08,144.3,54.9,126.06,113.9,42.04,164.72,205.76,59.68,98.03,68.84,78.65,33.97,73.28,130,242.9,131.21,48.49,65.1,84.39,81.83,
20180515,46.61,100.74,342.12,152.59,45.48,129.74,102.92,95.63,241.56,187.98,143.74,53.92,125.13,113.03,41.72,163.06,202.41,59.2,97.32,69.5,78.38,33.81,72.95,129.86,239.5,131.1,47.79,64.61,84.52,81.79,
20180516,47.05,100.59,340.97,153.8,45.16,129.56,105.04,96.88,240.96,186.38,144.63,54.64,125.35,113.34,41.55,162.87,200.21,59.75,97.15,71.34,78.53,33.8,73.53,130.15,241.72,130.89,47.86,65.74,86.13,82.02,
20180517,46.75,101.22,344.14,153.69,43.46,129.46,104.34,97.07,239.1,185.33,144.5,54.81,123.85,112.96,42.3,161.31,200.36,59.07,96.18,70.94,78.42,33.83,73.96,130.72,242.96,129.93,47.85,65.99,84.49,81.88,
20180518,46.58,100.99,351.23,155.71,43.21,127.86,103.93,96.23,237,187.42,144.5,54.81,124.24,111.13,42.3,160.98,198.96,59.14,96.36,71.32,78.42,33.76,73.45,129.85,244.64,129.93,47.74,64.34,83.64,81.3,
20180521,46.91,102.04,363.92,158.92,43.75,129.37,104.06,97.74,237.7,189.79,145.49,54.32,123.72,112.15,42.41,161.48,201.76,58.57,97.6,71.38,80.58,33.91,74.06,131.14,247.9,130.66,48.43,64.5,84.51,82.28,
20180522,46.79,102.7,355.02,156.2,43.65,128.23,104.07,96.08,238,186.87,145.09,54.45,122.91,113.01,42.25,159.45,198.97,58.45,97.5,71.31,80.47,33.84,74.03,131.42,245.18,130.71,48.81,64.23,83.37,81.64,
20180523,47.09,101.93,359.21,157.74,43.68,128.7,102.89,95.47,237.81,186.67,144.67,55.21,123.45,112.49,42.4,161.62,198.67,59.17,98.66,71.34,80.29,34.08,74.18,130.9,244.26,131.88,48.59,63.91,83.01,82.15,
20180524,47.04,102.01,359,157.7,43.57,126.61,102.11,94.53,236.1,187.15,144.07,54.75,122.25,111.23,42.32,162.39,199.41,59.13,98.31,72.18,80.17,34,73.77,130.65,242.73,131.89,48.64,63.41,82.85,80.27,
20180525,47.15,101.1,360.09,155.85,43.26,122.19,102.2,93.58,235.01,186.85,143.64,55.44,121.47,110.66,42.4,163.21,199.03,59.09,98.36,72.25,79.94,33.8,74.31,131.03,244.95,131.28,48.52,63.53,82.46,78.71,
20180529,46.98,97.72,352.48,153.62,42.97,121.39,99.69,91.06,227.03,185,141.22,55.32,119.4,105.93,42.68,160.62,195.74,58.4,98.01,70.92,78.73,33.82,74.05,128.21,242.17,129.69,48.2,62.7,82.4,78.42,
20180530,46.88,98.99,358.19,155.46,42.85,125.16,99.98,92.27,229.16,187.09,142.62,55.68,120.97,108.35,43.13,161.82,198.68,59.72,98.95,72.23,79.42,34.15,74.89,130.17,244.94,130.64,48.6,63.54,84.12,81.5,
20180531,46.72,98.3,358.19,155.46,42.85,125.16,99.98,91.3,225.88,186.55,141.31,55.2,120.97,108.35,43.13,161.82,197.23,59.53,98.84,71.8,78.55,34.15,73.17,130.17,244.94,130.72,47.67,62.39,84.12,81.24,
20180601,47.56,98.25,356.72,153.52,43.66,123.85,99.36,94.23,228.35,187.35,141.95,57.08,121.26,108.4,43.12,159.16,199.59,60.56,100.79,72.76,79.17,34.34,73.45,129.29,243.35,130.85,47.81,62.86,82.99,81.83,
20180604,47.96,99.45,360.73,152.5,43.58,122.26,100.24,95.6,229.89,191.36,143.04,56.83,121.95,108.45,43.49,160.22,201.06,62.02,101.67,73.83,79.48,34.53,74.18,129.72,244.63,133.07,47.82,63.3,85.42,80.97,
20180605,48.33,99.31,360.1,153.01,43.67,122.73,99.94,96.68,228.34,191.94,143.7,56.53,121.48,107.84,43.11,159.48,201.2,61.39,102.19,74.05,79.26,34.52,73.97,129.17,244.43,133.56,47.97,62.89,84.62,80.68,
20180606,48.5,100.97,371.56,156.51,44.26,123.38,101.91,99.74,232.23,193.59,144.71,57.03,122.79,110.36,43.46,162.38,203.86,61.93,102.49,74.75,79.81,34.46,74.35,128.77,248.65,136.28,48.41,63.15,84.56,82.06,
20180607,48.37,101.48,368.53,156.29,43.65,126.96,102.47,98.86,233.45,196.17,145.36,55.88,123.33,110.8,43.44,169.48,205.07,61.99,100.88,74.76,80.29,34.57,75.76,129.77,248.98,133.84,49.01,63.6,84.95,82.88,
20180608,47.93,101,369.5,155.32,43.48,126.44,103.98,98.96,233.39,198.33,146.14,55.05,124.06,111.11,43.95,168.91,206.59,62.58,101.63,74.9,80.31,34.74,77.18,131.32,250.68,134.74,49.18,63.4,84.36,83.6,
20180611,47.81,101.2,370.94,156.3,43.69,127.56,104.35,98.96,234.09,199.64,146.58,54.52,122.66,110.83,44.13,166.49,205.12,62.33,101.05,74.59,80.66,34.39,77.53,130.5,253.78,133.91,49.3,64.06,84.3,83.1,
20180612,48.07,100.73,370.62,157.49,43.94,127.08,104.33,99.37,232.63,201.31,146.87,54.82,122.54,110.19,44.41,166.73,204.92,62.44,101.31,74.29,80.46,34.39,77.24,129.58,253.58,134.86,48.81,63.7,84.1,82.42,
20180613,47.68,100.02,363.85,154.71,44.01,127.07,106.31,97.65,233.83,200.31,146.35,55.03,122.63,109.97,44.18,166.58,204.89,62.59,100.85,74.11,79.88,34.31,76.47,129.72,252.87,134.4,47.4,63.91,84.09,81.51,
20180614,47.7,99.76,362.42,153.14,44.69,126.51,108.75,97.38,233.65,199.67,145.2,55.54,122.41,108.03,43.58,167.05,203.63,61.56,101.42,74.7,79.88,34.26,75.99,128.86,255.33,135,47.82,64.87,83.79,81.89,
20180615,47.21,98.52,357.88,150.02,44.25,124.04,108.85,96.48,231.92,200.54,145.39,55.11,122.61,107.9,44.12,166.46,204.97,62.03,100.13,75.84,79.87,34.45,77.38,129.37,255.98,135.1,48.06,65.8,83.7,80.66,
20180618,47.19,98.47,354.74,148.68,44.21,125.97,107.06,96.54,231.39,200.69,144.48,53.22,121.32,108.18,43.55,166.28,204.17,60.99,100.86,75.61,80.23,34.26,75.84,127.59,254.87,136.2,47.46,64.15,83,80.82,
20180619,46.42,97.14,341.12,143.3,43.82,125.54,106.1,94.5,228.32,199.21,143.9,52.93,122.57,107.55,43.6,164.97,199.39,61.03,100.86,74.26,78.7,34.31,76.33,128.16,253.02,135.11,48.5,64.61,83.61,80.7,
20180620,46.63,96.42,342.69,143.13,43.74,125.29,107.15,93.83,227.82,199.08,142.63,53.46,122.04,107.54,43.26,162.56,198.08,61.28,101.87,74.72,78.89,34.54,75.85,124.99,252.81,135.5,48.09,68,83.61,80.45,
20180621,46.37,96.63,337.66,139.53,43.16,122.59,105.89,92.96,226.98,200.31,141.25,52.19,121.45,107.51,43.09,160.53,195.52,61.18,101.14,73.94,77.71,34.39,76.44,123.45,251.89,134.53,48.63,67.79,84.21,79.69,
20180622,46.23,97.23,338.91,139.94,43.2,125.1,106.34,95.41,226.02,197.41,141.28,52.5,122.84,105.75,43.25,164.55,196.5,61.47,100.41,73.43,78.58,34.59,77.43,124.41,254.37,135.33,49.76,67.61,84.82,81.38,
20180625,45.54,98.54,331.2,136.58,42.29,122.61,104.45,93.96,221.54,196.38,138.79,50.71,122.59,104.79,43.58,159.81,195.8,61.08,98.39,72.35,78.42,34.46,77.79,123.72,250.71,130.93,49.6,67.24,86.47,79.74,
20180626,46.11,98.21,331.3,135.54,42.55,124.16,104.26,94.43,221.58,196.36,139.08,49.67,122.35,104.86,43.33,160.91,196.58,60.72,99.08,72.56,79.07,34.46,78,122.62,249.77,132.55,49.3,66.57,85.98,80.64,
20180627,46.04,96.96,329.82,134.61,42.33,126,103.96,93.43,220.18,195.02,137.48,48.76,121.61,103.24,43.07,157.42,194.92,59.88,97.54,71.35,78.26,34.3,77.69,121.34,248.17,131.02,49.31,66.26,86.89,81.71,
20180628,46.38,96.97,334.65,136.03,42.94,125.66,104.77,94.2,223.42,195.21,140.04,49.25,122,104.93,43.47,156.32,195.97,60.3,98.63,71.7,78.41,34.45,78.05,122.45,244.9,132.74,50.86,59.7,85.86,81.97,
20180629,46.28,98,335.51,135.67,43.03,126.43,104.81,93.88,220.57,195.1,139.7,49.71,121.34,104.2,43.86,156.69,196.72,60.7,98.61,79.68,78.68,34.37,78.06,122.34,245.34,132.45,50.31,60.02,85.65,82.73,
20180702,46.8,99,336.08,136.29,42.81,124.25,105.33,93.66,223.26,194.02,139.86,50.2,121.58,105.08,43.75,156.87,195.52,60.46,100.01,78.35,78.68,34.42,78.13,122.39,247.48,132.5,50.42,61.13,84,81.76,
20180703,45.98,97.84,332.93,133.83,42.67,124.73,104.04,92.78,220.38,193.62,139.57,49.47,122.71,103.61,43.99,156.48,195.83,60.71,99.05,76.28,78.61,34.44,77.9,122.77,246.98,131.45,50.7,60.76,84.44,82.24,
20180705,46.35,98.53,333.18,135.81,42.56,123.98,105.34,94.09,220.74,194.41,141.43,50.75,125,103.72,44.66,157.32,197.34,61.64,99.76,76.55,78.63,34.93,79.21,122.6,250.5,133.29,51.28,62.38,84.57,82.31,
20180706,46.99,98.52,334.64,135.41,42.71,124.14,104.78,93.89,221.79,194.48,142.48,51.37,125.75,104.06,44.64,159.42,197.46,62.2,101.16,76.48,78.92,35.16,79.31,123.18,250.76,134.09,51.48,63.3,84.51,82.33,
20180709,47.65,99.91,341.92,140.97,42.67,125.99,106.02,95.06,227.99,196.08,144.39,51.86,126.05,107.28,44.4,159.94,200.53,62.02,101.85,77.28,79.72,35.2,77.86,125.4,253.67,135.52,50.74,63.73,85.93,82.9,
20180710,47.59,99.91,347.16,141.25,42.86,127.59,106.03,96.57,226.85,197.61,144.71,52.16,127.38,106.62,44.97,160.62,201.48,62.3,102.12,77.57,79.96,35.46,79.82,125.87,255.54,136.69,51.34,63.2,87.21,83.66,
20180711,46.97,100.3,340.6,136.76,42.57,123.52,108.04,94.42,225.66,196.95,144.94,51.2,126.24,106.39,44.79,158.62,197.68,61.9,101.98,77.36,79.96,35.25,79.16,125.05,254.59,138.15,51.34,63.66,86.53,82.59,
20180712,47.76,101.15,346.03,139.42,43.58,124.26,108.25,94.35,227.22,197.95,146.45,52.35,127.76,106.85,44.67,159.12,199.32,62.66,104.19,77.37,80.14,35.54,78.89,126.02,256.05,139.9,51.24,63.88,86.52,82.69,
20180713,47.83,100.5,350.79,140.75,41.78,124.04,110,94.5,226.41,198.69,145.9,52.22,125.93,106.36,44.74,158.51,201.18,62.89,105.43,77.38,81.5,35.55,79.31,126.63,258.7,139.42,51.41,65.17,87.7,83.31,
20180716,47.73,100.69,356.1,138.08,42.5,122.98,110.2,93.59,231.44,198.88,145.46,52.01,124.69,110.58,44.73,158.78,201.11,62.59,104.91,77.75,81.17,35.41,79.53,128.19,256.98,138.46,51.59,65.16,87.64,82.49,
20180717,47.86,101.15,356.88,138.95,42.34,121.91,110.3,95.5,231.02,201.1,143.49,51.75,129.11,110.5,45.25,159.75,202.07,62.53,105.95,77.47,82.26,35.67,80.03,128.79,250.29,139.64,51.43,65.63,88.19,82.31,
20180718,47.6,102.98,360.23,141.12,42.21,121.53,110.69,94.83,231.24,200.97,144.52,51.72,127.8,111.53,45.12,157.93,202.2,62.94,105.12,76.59,82.87,35.68,79.72,130,255.42,140.9,51.14,66.16,88.07,82.22,
20180719,47.97,100.17,355.33,139.42,42.4,121.67,112.13,94.19,229.63,202.63,149.24,51.98,125.94,109.89,45.11,157.41,201.6,62.51,104.4,76.95,82.04,35.39,78.73,125.18,252.93,140.13,50.75,64.93,87.72,82.01,
20180720,47.86,100.15,354.9,136.82,42.01,122.27,111.48,93.73,231.69,202.45,146.35,51.91,125.85,111.28,45.28,157.97,201.95,62.52,106.27,76.96,81.97,35.36,78.68,125.2,252.7,140.99,50.62,64.98,88.06,81.4,
20180723,47.86,101.22,353.27,136.28,42.06,121.33,111.09,93.56,233.76,202.23,145.7,52.31,126.63,113.35,44.95,158.75,198.84,62.69,107.97,76.59,81.41,35.25,78.51,124.24,252.74,140.03,50.75,65.34,87.63,81.4,
20180724,48.25,101.71,358.27,137.97,42.39,123.85,110.7,95.3,235.88,201.99,146.38,52.18,129.36,114.15,45.26,157.94,200.68,63.42,107.66,75.53,84.48,35.71,78.99,124.75,253.76,140.03,51.51,65.51,87.96,83.01,
20180725,48.71,102.63,355.92,140.48,43.16,124.9,111.18,96.17,236.69,201,146.62,52.43,128.62,115.18,46.09,158.89,204.38,64.49,110.83,77.16,84.8,35.99,79.47,126.28,254.86,142.64,50.91,66.7,87.9,83.59,
20180726,48.55,102.5,359.32,142.58,43.53,123.95,113.51,97.19,237.11,199.4,146.71,52.16,130.28,114.85,46.24,156.14,207.96,64.01,109.62,78.15,85.49,36.15,80.09,129.49,257,142.5,51.18,67.54,88.23,84.24,
20180727,47.75,103.85,360.65,142.56,42.57,125.97,112.62,97.37,237.64,197.14,145.15,47.68,131.55,116.03,46.21,157.48,207.42,63.49,107.68,76.89,84.66,36.39,80.58,130.73,255.95,140.71,52.01,68.64,88.13,81.92,
20180730,47.48,100.85,351.06,139.75,42.17,127.83,112.63,96.91,238.95,197.28,145.49,47.69,132.17,116.73,46.23,158.64,205.12,64.81,105.37,75.96,83.76,36.56,80.2,131.1,253.84,136.48,52.49,69.16,88.88,81.74,
20180731,47.57,99.52,356.3,143.8,42.29,126.27,113.56,97.93,237.43,197.52,144.93,48.1,132.52,114.95,46.63,157.54,212.32,65.87,106.08,76.91,85.42,37.83,80.88,130.14,253.22,136.74,51.64,67.62,89.23,81.51,
20180801,50.38,99.45,352.76,138.54,41.86,125.39,112.97,96.78,236.04,196.3,143.5,48.81,132.64,115.66,46.39,156.92,207.05,65.49,106.28,77.54,84.89,38.15,80.65,128.96,253.37,138.25,51.73,66.44,88.24,80.39,
20180802,51.85,99.73,349.73,138.01,42.53,123.76,112.75,94.62,233.99,195.66,142.96,49.48,131.25,116.15,46.18,155.41,205.53,65.22,107.57,78.65,84.4,37.56,82,128.33,256.08,138.92,51.98,66.98,88.76,79.91,
20180803,52,100.79,348.44,138.51,42.83,124.05,114.09,95.16,234.09,195.64,147.7,49.63,131.95,117.09,46.62,156.21,207.29,65.93,108.04,78.74,84.26,38.4,82.33,129.7,257.22,139.82,52.27,67.22,89.6,80.2,
20180806,52.27,100.92,346.57,139.48,43.3,124.3,115.94,96.5,235.93,195.69,146.03,49.3,132.02,117.12,46.65,156.72,206.7,66.22,108.13,79.51,84.29,38.88,82.52,130,256.76,139.71,52.48,67.42,89.67,80.18,
20180807,51.78,101.97,350.76,142.38,43.58,125.18,116.56,97.04,237.83,197.05,147.01,49.7,131.46,117.55,46.5,156.04,208.57,66.58,108.88,80.53,84.64,38.69,82.64,129.94,257.65,140.28,52.46,67.05,89.77,81.27,
20180808,51.81,102.78,347.78,139.71,43.84,123.88,113.98,96.35,236.37,198.02,146.89,49.96,131.17,117.79,46.15,158.92,207.14,66.69,109.49,80.5,84.77,39.23,82.35,129.21,258.81,140.68,52.7,66.49,90.05,80.73,
20180809,52.22,102.99,343.72,138.52,43.78,122.53,114.16,98.29,233.78,198.08,144.77,50.14,131.2,116.88,46.35,159.3,204.78,66,109.67,81.26,84.48,38.84,81.4,129.56,261.59,140.01,53.01,66.17,89.01,80.32,
20180810,51.88,101.58,339.41,135.92,43.78,123.34,112.68,96.47,229.61,196.3,144.48,48.85,130.75,115.73,46.08,158.68,201.96,66.07,109,80.73,83.76,38.77,81.43,128.87,260.36,139.73,52.47,66.49,90.18,79.42,
20180813,52.22,101.81,338.36,135.02,43.75,122.44,112.12,94.83,226.86,194.14,142.71,48.45,130.22,113.89,45.83,158.14,199.84,66.72,108.21,80.15,83.18,38.66,81.52,128.05,260.91,140.21,52.22,66.48,89.64,78.56,
20180814,52.44,102.18,339.14,134.92,44,122.58,112.75,96.21,229.56,193.1,143.36,48.12,129.5,114.65,45.89,160.6,200.52,66.46,109.56,80.14,83.33,38.57,81.31,127.54,263.48,140.76,52.87,68.66,90.85,78.31,
20180815,52.56,101.51,331.76,132.02,43.86,117.94,112.85,94.65,229.25,193.99,143.91,47.46,130.43,113.7,46.08,159.88,201.39,67.37,107.66,79.57,82.91,38.99,82.3,128.77,260.61,139.92,53.24,68.73,90.22,76.94,
20180816,53.33,102.65,345.98,136.26,45.16,117.66,112.48,95.53,233,195.39,145.34,47.17,132.48,114.77,46.22,161.73,203.15,68.85,107.64,80.05,83.89,39.24,83.69,130.34,263.1,140.65,54.27,69.62,98.64,78,
20180817,54.4,103.03,346.4,139.34,45.87,117.8,112.48,96.54,233.38,195.56,146.06,47.1,134.47,114.77,46.6,161.15,204.77,69.06,107.58,79.75,84.6,39.87,83.69,130.42,262.33,141.33,54.79,69.99,97.85,78.26,
20180820,53.87,103.83,350.74,138.67,46.22,117.75,111.99,97.52,235.78,197.93,146.51,46.5,136.88,114.62,46.73,161.68,204.6,70.17,106.87,82.18,85.04,40.1,83.64,131.42,262.4,140.94,54.65,69.99,96,78.81,
20180821,53.76,104.81,353.77,139.99,45.78,117.94,112.39,98.02,238.65,200.23,145.97,47.62,135.35,115.32,46.22,161.04,205.69,69.17,105.98,82.95,85.57,39.94,83.9,131.71,261.69,140.04,54.91,70.25,96.08,78.83,
20180822,53.76,105.83,350.03,139.63,45.99,118.92,111.94,97.92,239.34,198.97,145.24,47.05,134.61,114.97,45.93,160.55,204.26,69.04,107.06,82.64,83.85,39.85,83.39,129.41,260.74,141.14,54.14,69.64,95.67,79.96,
20180823,53.87,105.37,347.48,136.79,46.02,118.1,112,96.99,236.34,200.16,145.37,46.98,135.11,114.73,45.7,159.05,202.75,68.97,107.56,82.91,83.46,39.98,83.24,129.52,261.42,142.1,54.28,69.28,95.18,79.08,
20180824,54.04,105.76,349.38,138.21,46.32,119.01,111.93,98.56,235.11,201.3,146.04,47.66,135.95,114.68,45.63,159.38,205.29,69.04,108.4,82.45,83.92,40.17,83.36,130.51,264.28,144.2,54.78,69.21,94.95,79.62,
20180827,54.49,107.05,353.74,142.04,46.59,120.35,112.33,100.84,242.6,201.98,146.69,48.35,134.92,116.71,45.69,160.48,208.33,68.99,109.6,82.65,85.18,39.39,83.44,131.89,267.08,145.4,54.85,69.44,94.54,80.4,
20180828,54.93,107.28,351.21,142,46.95,119.86,112.58,100.74,242.37,201.97,146.59,48.57,134.32,116.14,45.37,161.64,209.43,68.63,110.26,82.58,84.64,39.31,83.48,132.28,268.51,145.2,54.65,69.28,96.07,80.28,
20180829,55.75,106.71,350.19,141.86,47.48,120.22,112.45,101.74,241.4,201.68,147.54,48.75,134.86,115.76,45.33,163.11,210.46,68.81,112.02,82.79,84.09,39.31,83.49,132.66,269,147.03,54.57,68.66,95.64,80.86,
20180830,56.26,106.23,346.9,139.06,47.15,119.81,111.92,99.97,239.4,199.26,145.93,48.24,134.95,115.19,44.95,162.8,210.22,68.54,111.95,81.4,83.44,39.31,83.41,131.65,268.39,146.74,54.75,67.8,96.1,80.51,
20180831,56.91,105.98,342.79,138.85,47.77,118.46,112.02,99.87,237.81,200.77,146.48,48.43,134.69,114.58,44.57,162.23,210.92,68.59,112.33,82.2,82.88,39.33,82.95,131.6,268.46,146.89,54.37,68.56,95.86,80.17,
20180904,57.09,107.01,346.25,138.24,47.73,118.87,110.85,99.29,237.66,205.08,145.68,47.96,133.72,115.15,44.76,161.72,208.6,67.95,111.71,79.6,83.01,39.19,82.7,132.13,268.51,147.8,53.19,67.62,95.36,80.29,
20180905,56.72,105.68,346.68,140.59,47.27,118.92,109.87,99.76,237.56,204.15,146.66,47.72,135.86,114.59,45.38,163.24,211.83,68.62,108.49,79.92,83.56,39.65,83.29,132.59,267.64,142.67,53.82,68.24,96.62,81.36,
20180906,55.78,105.4,351.27,141.57,47.28,115.23,110.26,99.8,234.52,205.89,146.39,47.26,136.87,114.1,45.77,163.74,212.74,69.38,108.74,80.4,84.03,39.58,82.65,132.57,269.65,144.5,54.29,68.03,96.45,80.46,
20180907,55.33,106.08,349.28,141.32,47.05,114.6,110.97,99.69,233.91,206.23,145.45,46.45,137.32,114.32,45.72,163.9,212.57,69.67,108.21,80.3,83.08,39.98,81.91,130.09,268.28,143.2,54,68.19,95.83,81.83,
20180910,54.58,107.29,341.86,142.05,47.07,114.48,110.68,99.77,231.91,210.69,145.65,46.3,137.21,113.71,46.06,165.07,212.93,69.56,109.38,82.1,84.11,39.84,82.38,127.6,259.73,144.08,54.12,68.8,96.9,81.71,
20180911,55.96,108.31,345.25,142.03,47.03,115.02,109.6,99.8,230.21,213.85,146.49,44.93,138.51,114.43,46.02,164.62,211.78,69.08,111.24,82.63,84.08,40.08,82.01,127.85,261.04,145.49,54.72,68.74,96.64,82.86,
20180912,55.27,107.88,353.41,144.28,46.89,115.79,109.46,98.6,228.15,211.98,146.57,44.93,139.36,113.08,46.24,164.74,206.71,69.86,111.71,83,84.26,40.18,83.11,126.89,262.67,146.57,54.97,70.38,95.97,83.13,
