Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,RTX,PFE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM,
20100104,7.64,40.92,56.18,58.55,24.69,79.06,32.07,41.56,173.08,28.67,132.45,20.88,64.68,42.85,28.52,62.78,83.02,37.01,30.95,16.34,45.08,17.93,61.12,49.81,31.53,22.04,31.11,37.3,54.23,69.15,
20100105,7.66,40.83,58.02,59.25,24.58,79.62,31.99,43.41,176.14,28.88,130.85,20.87,63.93,43.68,28.18,62.3,82.5,37.16,30.96,16.4,44.4,17.68,61.14,48.63,31.48,21.78,31.17,37,53.69,69.42,
20100106,7.53,41.49,59.78,59.43,24.42,79.63,31.82,44.18,174.26,28.78,130,20.8,64.45,43.92,28.17,61.45,83.67,37.66,30.77,16.3,44.17,17.62,60.85,47.94,31.79,21.49,29.84,36.72,53.57,70.02,
20100107,7.52,41.98,62.2,59.67,24.53,79.33,31.83,44.2,177.67,29.12,129.55,20.6,63.99,44.79,28.1,61.9,83.73,37.72,30.45,16.46,44.36,17.55,60.52,48.63,33.01,21.69,29.67,36.94,53.6,69.8,
20100108,7.57,41.95,61.6,60.34,24.66,79.47,31.88,44.36,174.31,28.98,130.85,20.83,64.21,44.68,27.58,61.84,84.32,37.7,30.66,16.43,44.45,17.7,60.44,48.56,32.7,21.75,29.68,36.99,53.33,69.52,
20100111,7.5,41.47,60.87,64.13,24.59,80.88,31.36,43.81,171.56,28.16,129.48,20.95,64.22,44.53,28.14,62.32,83.98,37.85,30.27,16.23,45.41,17.84,60.2,48.54,32.92,21.69,29.81,37.05,54.21,70.3,
20100112,7.42,42.02,60.43,62.24,24.2,80.41,30.82,43.95,167.82,27.98,130.51,20.61,64.56,43.49,28.44,62.66,84.05,37.55,30.07,16.2,45.15,17.78,60.89,48.85,32.05,21.59,29.83,36.74,54.73,69.95,
20100113,7.52,42.15,61.16,62.33,24.64,79.8,31.29,43.79,169.07,28.13,130.23,20.96,64.97,44.25,28.52,62.59,83.78,38.93,30.35,16.35,45.66,18.2,61.52,49.02,32.54,21.79,29.8,37.08,55.01,69.67,
20100114,7.48,42.68,61.56,61.98,24.95,79.55,31.02,43.48,168.53,28.3,132.31,21.48,65.1,44.69,28.57,62.65,83.5,39.99,30.96,16.25,45.82,18.36,61.58,49.28,33.32,21.86,29.19,37.11,54.21,69.68,
20100115,7.35,42.39,60.82,60.12,24.4,79.23,30.6,42.71,165.21,28.57,131.78,20.8,64.56,43.68,28.15,62.28,83.37,39.47,30.86,16.1,45.3,18.46,60.82,48.79,33.75,21.54,28.59,36.6,53.68,69.11,
20100119,7.68,42.96,60.65,60.93,24.85,79.68,31.01,43.69,166.86,28.88,134.14,21.05,65.35,43.28,28.21,63.48,85.12,40.62,31.1,16.18,45.49,18.95,61.72,49.43,35.13,21.96,29.2,36.74,54.03,69.27,
20100120,7.56,42.98,60.2,59.76,24.41,78.15,31.19,43.24,167.79,28.66,130.25,21.08,65.15,43.4,27.75,63.01,84.72,41.03,30.59,16.05,44.95,18.89,60.45,48.93,34.55,21.86,28.71,36.95,53.86,68.03,
20100121,7.43,42.16,59.2,56.85,23.98,76.24,30.61,40.83,160.87,28.48,129,20.84,63.97,40.54,27.19,63.2,82.7,40.08,30.01,15.91,44.13,18.23,59.84,48.95,33.1,21.11,28.64,36.45,52.92,66.7,
20100122,7.06,38.59,57.77,54.25,22.97,74.59,29.98,39.53,154.12,27.72,125.5,19.91,63.2,39.16,27.12,63.39,81.48,38.87,28.96,15.75,43.47,17.96,60.31,48.31,33.16,20.68,28.37,35.99,52.94,66.1,
20100125,7.25,37.79,57.78,55.14,22.99,74.55,29.92,40.46,154.98,27.62,126.12,20.32,63.22,39.21,27.18,63.09,81.83,38.76,29.32,15.92,43.16,17.86,60.63,48.89,33,20.51,28.68,36.67,52.88,65.85,
20100126,7.36,38.1,57.71,55.85,22.9,74.15,29.66,40,150.88,27.73,125.75,20,62.79,38.44,27.07,63.81,81.63,38.58,29.5,15.94,43.09,17.79,60.69,50.23,32.44,20.29,28.21,36.17,53.61,65.92,
20100127,7.42,38.67,61.93,53.44,23.15,73.7,29.32,40.22,151.5,27.84,126.33,20.24,63.44,39.33,27.26,63.73,82.3,38.64,29.67,16,42.55,18,60.81,50.9,33.24,20.98,27.93,36.7,53.4,65.54,
20100128,7.12,37.43,62.56,51.86,22.52,73.24,29.35,38.98,153.29,27.34,123.75,19.92,63.8,39.48,27.09,62.83,80.75,37.97,29.16,15.88,42.4,17.65,61.68,50.27,33.43,20.66,27.42,36.4,52.61,64.96,
20100129,6.86,37.66,60.6,52.24,22.47,72.12,29.55,38.58,148.72,28.01,122.39,19.4,62.86,38.94,27.13,62.43,80.49,38.18,28.18,15.94,42.47,17.68,61.55,50.67,33,20.51,27.51,36.05,53.43,64.43,
20100201,6.95,38.21,61.7,52.94,22.73,73.58,29.52,40.77,153.13,28.39,124.67,19.61,63.09,39.63,27.19,63.89,80.44,38.3,28.41,16.02,42.51,17.8,61.99,50.69,33.13,20.92,27.68,36.38,53.48,66.18,
20100202,7,39.02,61.94,53.55,23.02,74.45,29.98,39.26,156.94,29.03,125.53,19.91,63.99,40.55,27.53,64.03,80.43,39.54,28.46,15.98,42.81,18.23,62.9,51.09,34.05,21,27.8,36.78,53.49,66.96,
20100203,7.12,38.33,61.46,53.39,23.07,73.21,30.75,39.28,157.23,28.47,125.66,19.68,63.63,40.29,27.44,65.21,81.5,38.72,28.63,16,42.94,17.64,62.65,50.57,33.32,20.88,27.29,34.62,54.27,66.6,
20100204,6.86,37.53,59.32,51.4,23.16,71.37,29.67,37.9,150.68,27.93,123,19.02,62.64,38.35,26.72,64.06,79.21,37.1,27.84,15.52,41.77,17.08,61.4,49.73,32.46,20.76,26.77,33.45,52.97,64.72,
20100205,6.98,37.85,58.4,51.75,23.7,71.18,29.54,37.77,154.16,27.98,123.52,19.47,62.64,38.3,26.55,63.37,78.54,36.73,28.02,15.43,41.85,17.01,61.3,50.28,32.54,20.64,26.87,33.31,53.45,64.8,
20100208,6.93,36.79,57.89,50.78,23.5,70.13,29.48,37.28,151.1,28.59,121.88,19.35,62.37,37.7,26.33,62.92,77.53,36.59,27.72,15.33,41.16,16.9,61.01,49.05,32.41,20.76,26.52,33.29,52.93,64.35,
20100209,7.01,37.54,59.74,53.53,23.89,71.31,29.84,39.58,152.49,28.87,123.21,19.65,62.76,38.39,27.01,63.57,78.72,36.47,28.01,15.63,41.86,16.94,61.76,49.57,33,20.82,26.88,33.61,53.25,65.2,
20100210,6.97,37.75,59.54,53.15,23.76,70.75,30.03,39.18,153.63,28.65,122.81,19.69,62.73,38.87,26.9,63.25,78.62,36.2,27.99,15.66,41.94,16.81,61.67,49.69,32.71,20.91,26.99,33.3,53.24,64.85,
20100211,7.1,38.29,60.59,56.15,23.93,71.73,30.16,39.68,154.05,28.99,123.73,20.06,62.91,39.02,27.11,63.79,80.27,36.88,28.12,15.74,41.98,16.93,61.96,50.2,33.12,21.29,27.15,33.6,53.08,65.24,
20100212,7.16,38.42,59.65,56.2,23.76,71.01,30.07,39.58,153.93,29,124,20.43,62.72,38.95,26.99,63.59,79.18,36.92,27.93,15.62,41.34,16.86,61.76,50.45,32.18,21.2,27.05,33.49,52.9,64.8,
20100216,7.26,39.62,61.26,57.12,24,72.99,30.47,40.56,157.4,29.44,125.23,20.72,63.61,40.07,27.41,64.01,80.47,37.66,28.35,15.91,41.74,16.79,62.83,51.61,31.63,21.47,27.28,34.08,53.56,66.28,
20100217,7.23,39.05,61.82,57.5,24.07,72.84,30.86,40.93,157.26,30.02,126.33,20.66,63.98,40.04,27.67,64.26,80.14,37.34,28.59,16.12,42.38,16.74,62.85,51.75,32.55,21.61,27.24,34.19,54.06,65.76,
20100218,7.25,39.15,62.89,57.81,24.28,73.62,31.02,42.07,155.73,30.3,127.81,20.84,64.53,40.41,27.96,64.48,81.11,37.29,28.97,16.11,42.86,16.8,63.39,52.74,32.69,21.74,27.25,34.69,53.47,65.96,
20100219,7.2,39.06,63.59,58.25,24.36,74.05,31.23,41.63,156.18,30.15,127.19,20.82,63.81,40.03,27.86,64.74,81.52,37.49,28.77,16.09,43.12,17.04,63.45,52.88,31.94,21.7,27.13,34.86,53.49,65.87,
20100222,7.16,38.93,63.97,58.03,24.3,72.96,31.12,41.81,156.71,30.32,126.85,20.87,63.49,40.85,27.69,64.77,80.68,37.12,28.73,16.08,43.04,17,63.42,53.04,33.08,21.73,27.11,34.75,53.83,65.4,
20100223,7.04,37.93,62.77,56.66,24.05,72.04,30.92,41.13,156.7,30.75,126.46,20.39,63.31,39.88,27.42,64.87,79.71,36.51,28.33,16.03,42.66,16.74,63.21,52.36,32.81,21.53,26.87,34.76,53.62,64.94,
20100224,7.17,38.41,63.48,56.96,24.34,72.34,31.39,41.3,158.33,31.36,127.59,20.7,63.45,40.85,27.58,65.26,80.07,36.93,28.63,16.23,43.18,16.87,63.89,52.79,33.62,21.41,27.08,35.5,53.92,65.55,
20100225,7.21,38.04,62.87,56.79,24.33,72.11,31.36,40.33,156.44,31.36,127.07,20.63,63.28,40.64,26.56,64.38,79.74,36.57,28.6,16.54,43.21,16.76,63.7,52.75,33.45,21.31,27,36.02,54.15,65.14,
20100226,7.31,38.19,63.16,57.05,24.33,72.3,31.24,40.32,156.35,31.2,127.16,20.53,63,41.97,26.36,63.85,80.15,36.88,28.67,16.9,43.2,16.63,63.28,52.59,33.86,21.32,27.05,35.24,54.07,65,
20100301,7.46,38.13,64,57.85,24.6,72.81,31.54,40.86,156.54,31.43,128.57,20.87,63.39,41.83,26.64,63.98,80.58,37.27,29.02,17.06,43.83,16.82,63.51,53.08,34.04,21.71,27.1,35.42,53.9,65.4,
20100302,7.46,38.39,64.44,58.15,24.61,73.32,31.88,41.13,158.75,31.36,127.42,20.7,63.44,41.62,26.65,64.07,81.13,37.39,28.46,17.01,43.89,16.67,63.71,53.29,33.95,21.61,27.36,35.24,53.59,65.49,
20100303,7.48,38.28,64.45,58.57,24.84,73.13,31.64,42.17,157.72,31.47,126.88,20.52,63.4,41.53,26.97,63.63,81,37.21,28.46,16.91,43.8,16.41,63.55,53.12,34.1,21.7,27.23,35.36,53.66,65.43,
20100304,7.53,38.89,65.55,58.45,24.95,73.08,32.57,42.1,163.61,31.44,126.72,20.53,63.57,41.92,27.24,63.43,81.02,37.14,28.63,16.91,44.28,16.42,63.67,53.55,32.95,21.76,27.37,35,53.96,65.4,
20100305,7.82,40.2,67.93,59.23,25.21,74.3,33.22,42.72,167.18,31.8,127.25,20.79,64.04,42.81,27.35,63.67,82.44,37.49,28.59,17.08,44.84,16.56,63.69,53.94,33.74,22.13,27.33,34.99,54.14,66.47,
20100308,7.82,39.71,67.24,58.91,26.13,74.64,33.19,42.01,169.84,31.96,126.41,20.77,64.2,42.59,27.23,65.12,81.31,37.35,28.63,17.2,44.53,16.44,63.19,53.8,33.1,22.66,27.7,34.74,54.15,66.48,
20100309,7.97,39.7,67.79,59.18,26.13,74.3,33.31,41.61,168.85,31.68,125.55,20.94,64.27,42.42,27.09,65.1,81.99,37.04,28.8,17.23,45.17,16.32,63.3,53.57,33.08,22.54,27.96,34.39,54.06,66.78,
20100310,8.03,39.72,70.01,58.78,25.87,73.96,33.33,41.38,171.94,31.71,125.62,21.19,64.29,42.93,27.1,64.94,81.56,36.67,28.97,17.28,45.18,16.25,63.01,52.89,33.24,22.88,27.81,34.27,53.63,67.22,
20100311,8.05,40.11,70.07,58.9,25.97,73.99,33.81,41.87,173.51,32.13,127.6,21.25,64.22,43.18,26.8,65.21,81.26,36.88,29.18,17.44,45.34,16.38,63.17,53.62,33.5,23.19,27.9,33.94,53.97,67.22,
20100312,8.09,40.76,69.83,60.36,25.88,73.72,33.69,42.49,174.96,32.45,127.94,21.27,64.18,43.15,26.68,65.53,81.38,37.16,29.27,17.48,45.01,16.18,63.32,53.16,32.91,23.31,27.8,33.93,53.9,66.8,
20100315,7.99,40.7,69.4,59.47,26.08,73.57,33.72,42.72,173.53,32.69,127.83,21.17,64.57,43.07,26.83,65.93,81.26,37.75,29.29,17.6,45.21,16.35,63.7,52.73,32.53,23.1,27.92,34.17,55.42,66.3,
20100316,8.02,40.92,68.72,59.45,26.15,73.98,33.75,43.35,176.19,32.55,128.67,22.01,64.53,43.24,26.85,66.07,81.66,37.94,29.37,17.6,45.56,16.35,63.53,52.85,33.05,22.91,27.98,34.51,55.99,66.57,
20100317,8,41.01,69.38,60.22,26.26,74.67,33.75,43.34,176.64,32.52,127.76,22.24,64.65,43.79,26.92,66.38,82.18,38.08,29.63,17.72,45.43,16.3,64.01,52.99,32.75,22.88,28.19,34.48,55.92,67.36,
20100318,8.02,41,70.87,59.77,26.34,74.76,33.78,42.72,177.45,32.4,128.38,22.2,65.06,43.64,26.98,66.68,83.67,38.45,29.61,18.67,45.62,16.32,63.73,53.38,33.59,22.53,28.33,34.82,55.94,67.39,
20100319,7.94,40.33,70.72,59.37,26.15,74.98,33.64,41.23,177.9,32.36,127.71,21.99,65.11,43.45,27.38,66.53,81.96,38.06,29.59,18.38,46.09,16.02,63.84,53.46,34.39,22.21,28.43,34.53,55.34,67.04,
20100322,8.03,41.08,71.91,59.95,26.28,74.46,33.95,42.14,176.16,32.67,127.98,22.24,65.1,43.74,27.27,67.01,81.84,38.3,29.6,18.47,45.69,16.25,63.88,53.39,33.3,22.31,28.66,35.33,55.62,66.97,
20100323,8.16,41.24,72.18,62.41,26.64,74.77,34.01,42.68,174.83,32.59,129.37,22.67,65.36,44.58,27.65,67.35,82.35,38.5,29.88,18.62,46,16.62,64.53,53.9,33.16,22.5,28.96,35.91,55.89,66.95,
20100324,8.19,41.01,72.32,62.06,26.45,73.93,34.39,43.24,174.41,32.32,128.53,22.43,64.75,44.94,27.31,66.8,81.61,38.01,29.65,18.35,45.96,16.68,63.61,54.06,32.72,22.19,28.48,35.4,55.58,66.5,
20100325,8.09,41.42,72.49,62.14,26.43,73.8,35.09,42.55,174.9,32.62,129.24,22.35,64.57,44.94,27.4,66.9,80.93,37.78,30.01,18.39,46.11,16.47,63.62,54.08,33.12,22.6,28.34,36.33,55.61,66.3,
20100326,8.25,41.12,72.59,62.44,26.47,74.43,35.31,42.81,172.87,32.75,129.26,22.24,64.38,45.02,27.33,67.26,81,37.43,29.66,18.47,46.33,16.24,63.69,54.35,32.63,22.56,28.39,36.79,55.51,66.54,
20100329,8.3,41.48,74.11,63.48,26.51,75.23,35.16,42.04,174.05,32.6,128.59,22.33,64.82,44.86,27.39,67.07,81.36,37.89,29.59,18.49,46.57,16.37,63.73,54.76,32.84,22.56,28.47,37.49,55.74,67.3,
20100330,8.42,41.29,73.53,63.16,26.65,75.3,35.1,42.38,171.38,32.69,128.77,22.34,64.9,44.58,27.44,67.24,84.28,37.66,29.77,18.45,46.65,16.35,63.66,53.93,33.06,22.75,29.2,37.42,55.91,67.05,
20100331,8.39,41.26,72.61,62.85,26.03,75.83,34.91,42.11,170.63,32.35,128.25,22.29,65.2,44.75,27.5,66.72,83.57,37.35,29.29,18.38,46.32,16.25,63.27,53.94,32.67,22.76,29,37.09,55.6,66.98,
20100401,8.43,41.7,72.99,63.99,25.83,76.69,35.55,43.16,170.22,32.38,128.25,22.39,65.77,45.18,27.65,67.58,83.85,37.71,29.16,18.5,46.65,16.18,63.36,53.92,32.99,23.14,29.24,37.75,55.49,67.61,
20100405,8.52,42.67,72.04,64.99,26.17,77.66,35.22,44.13,173.16,32.66,129.35,22.59,65.4,45.34,27.43,68.03,84.19,37.39,29.27,18.53,47.1,16.01,63.76,53.33,33.14,23.12,29.41,37.83,55.49,68.19,
20100406,8.56,43.12,72.36,65.29,26.22,77.88,35.47,44.37,172.9,32.55,128.93,22.4,65.31,45.84,27.15,67.81,84.35,37.25,29.32,18.48,46.99,16.07,63.11,52.59,33.41,23.1,29.17,37.4,55.53,67.9,
20100407,8.59,42.37,72.1,64.47,26.34,77.37,35.32,43.85,176.36,32.61,128.48,22.45,65.22,45.32,26.91,67.7,83.66,36.79,29.35,18.4,46.56,16.17,62.5,52.5,32.93,22.68,28.27,36.79,55.28,67.34,
20100408,8.57,43.69,72.28,64.48,26.28,77.66,35.67,43.76,179.5,32.97,127.61,22.31,64.93,45.76,26.88,68.76,82.95,36.78,29.92,18.5,46.38,16.24,62.56,52.26,32.62,22.87,28.2,36.85,55.38,67.86,
20100409,8.64,43.88,72.42,65.27,26.6,79.5,36.22,43.83,179.12,33.25,128.76,22.55,65.14,45.98,27.3,68.68,83.49,36.97,30.34,18.8,46.56,16.34,62.73,52.4,32.26,23.13,28.12,37.07,55.07,68.76,
20100412,8.65,44.54,71.92,66.73,26.53,80.43,35.89,43.78,177.84,33.48,128.36,22.54,65.11,46.14,27.38,68.53,83.28,36.85,30.32,18.88,46.42,16.38,62.7,52.02,32.26,23.3,27.99,36.82,55.02,68.71,
20100413,8.66,44.99,71.19,66.19,26.44,80.21,35.84,43.58,179.25,34.34,129.03,22.77,65.68,45.87,27.51,68.92,83.94,36.7,30.45,18.88,46.23,16.28,63,52.22,32.16,23.2,28.11,36.81,54.72,68.66,
20100414,8.77,46.46,71.7,67.28,26.88,80.58,36.2,44.43,184.92,34.98,131.25,23.52,65.49,47.73,27.48,69.42,84.39,36.21,30.82,18.95,46.57,16.17,63.19,52.91,31.05,23.57,27.91,36.78,54.64,68.61,
20100415,8.89,46.67,72.09,68.22,27.21,81.59,36.4,44.6,184.27,35.14,130.89,24.22,65.51,47.81,27.13,69.16,85,36.04,30.87,18.91,46.95,16.1,63,52.88,30.63,23.61,27.62,36.51,54.13,68.26,
20100416,8.84,45.1,70.79,66.88,26.98,80.75,35.83,43.49,160.7,35.01,130.63,23.92,65.02,45.55,27.49,69.03,83.76,35.71,30.67,18.79,46.37,15.92,62.85,52.14,30.73,23.46,27.66,35.86,54.11,67.93,
20100419,8.82,45.76,70.96,66.99,27.07,81.32,36.17,43.82,163.32,35.17,132.23,24,66.03,45.39,27.66,69.92,83.9,35.9,31.04,18.9,46.42,15.91,63.22,53.19,31.23,23.28,27.8,36.13,54.39,68.23,
20100420,8.74,46.2,71.41,67.5,27.18,82.05,36.54,43.24,159.98,35.18,129.69,24.12,65.99,45.88,27.24,70.34,85.27,36.06,31.36,19.09,46.69,15.88,63.19,53.17,30.98,23.51,27.82,36.06,54.52,68.97,
20100421,9.26,45.99,74.16,67.75,27.24,81.92,36.56,43.16,158.93,35.27,128.99,23.8,65.39,45.35,27.1,70.36,85.7,34.74,31.33,19.18,48.41,15.73,63.63,52.8,30.26,23.28,27.64,35.87,54.47,68.92,
20100422,9.52,46.77,75.59,67.51,27.32,81.2,36.78,43.12,159.05,35.72,129.13,23.99,64.78,44.74,27.16,71.03,86.05,33.77,31.39,19.56,48.1,15.61,63.59,53.79,30.46,23.79,27.37,36.06,54.49,68.56,
20100423,9.67,48.05,75.13,68.78,27.47,82.67,36.79,44.37,157.4,36.39,129.99,24.04,65.04,44.94,26.94,71.15,86.58,35.46,30.96,19.48,48.12,16.02,63.54,53.38,30.95,24.15,27.16,35.86,54.53,69.24,
20100426,9.63,47.14,74.34,71.65,27.57,82.59,37.04,44.62,152.03,36.49,130.73,23.82,64.76,43.89,26.87,71.02,87.44,35,31.11,19.51,48.08,15.93,63.94,51.92,29.85,24,27.06,35.69,54.04,69.29,
20100427,9.36,45.79,72.48,68.53,27.01,80.23,36.32,42.82,153.04,35.29,128.82,23.35,64.28,42.41,26.44,70.53,87.97,34.48,30.85,19.18,46.77,15.59,63.11,50.53,29.8,23.24,26.88,34.9,54.04,68.27,
20100428,9.34,46.08,72.37,68.97,27.04,80.62,36.29,45.33,157.01,35.19,130.1,23.26,64.62,43.46,26.68,70.34,88.24,34.56,30.91,19.11,46.98,15.66,63.17,51.12,30.44,23.4,27.23,35.2,53.61,69.19,
20100429,9.59,47.6,73.79,70.75,27.53,82.29,37.22,45.31,160.24,35.56,130.46,23.49,65.01,44,26.87,71.52,89.33,35.25,31,19.39,47.84,15.97,62.2,51.42,31.3,23.21,27.32,35.87,53.7,68.66,
20100430,9.32,46.12,72.43,68.09,26.93,81.44,36.84,43.9,145.2,35.23,129,22.84,64.3,42.58,26.73,70.59,88.67,35.04,30.54,18.98,47.17,15.84,62.16,50.74,30.31,22.56,27.02,35.15,53.64,67.77,
20100503,9.51,47.2,74.39,69.94,27.54,82.83,37.56,44.74,149.5,35.87,129.6,23.26,65.33,43.53,26.88,71.42,89.81,35.27,30.86,19.44,48,16.02,62.68,51.21,30.26,22.32,27.38,35.62,53.74,67.84,
20100504,9.24,45.86,72.79,66.7,26.56,80.76,36.59,41.74,149.45,35.42,128.12,22.56,64.7,42.47,26.59,70.64,87.68,35.81,30.13,19.34,46.67,16.35,61.71,50,29.49,22.09,26.88,35.13,54.02,66.47,
20100505,9.14,44.43,71,65.96,26.55,80.19,35.34,40.46,148.19,35.24,127.46,22.17,65.14,42.63,26.83,70.66,86.59,35.59,29.85,18.8,46.31,16.28,62.16,50.62,30,21.61,26.81,35.73,54.77,66.17,
20100506,8.79,42.5,67.97,63.5,25.49,77.2,34.01,37.99,142.32,33.96,123.92,21.51,63.4,40.81,26.15,69.42,84.24,34.27,28.98,18.08,44.83,15.86,60.75,49.8,29.24,20.73,26.19,34.66,53.23,63.89,
20100507,8.42,40.6,66.72,62.1,24.71,77.1,33.41,36.31,142.99,33.43,122.1,21.31,63.31,40.76,26.34,68.01,82.63,33.49,28.21,17.65,43.71,15.59,60.31,49.26,29.02,20.57,26.36,34.87,52.4,63.7,
20100510,9.07,43.09,71,66.69,26.13,79.89,35.29,39.08,143.83,35.29,126.27,22.55,64.75,41.95,27.02,70.58,85.97,34.25,28.94,19.16,45.96,16.1,62.42,50.09,29.88,21.5,26.75,35.57,52.58,65.23,
20100511,9.16,43.33,71.42,66.07,25.96,79.7,35.76,39.72,141.97,35.63,126.89,22.28,64.67,41.55,26.81,70.48,85.04,33.51,28.88,19.11,46.02,16.11,62.37,49.78,29.85,21.04,26.55,36.17,52.46,64.46,
20100512,9.36,44.1,72.87,68.15,26.74,80.06,35.13,41.06,147.2,35.89,132.68,23.09,64.9,41.69,27.01,70.67,86.44,33.64,29.44,19.46,46.03,16.01,63.02,50.19,30.32,21.42,26.83,36.57,52.48,64.91,
20100513,9.23,42.81,71.76,66.91,25.53,78.92,34.75,41.37,144.65,35.27,131.48,22.5,64.67,40.81,26.75,70.5,85.59,33.31,29.24,18.89,45.85,15.69,62.75,50.17,30.18,21.43,26.82,35.86,52.4,64.74,
20100514,9.07,40.64,69.82,64.88,24.94,77.83,34.06,38.93,143.23,35.2,131.19,21.89,63.97,39.89,26.67,69.59,84.68,32.88,28.93,18.43,45.05,15.35,62.54,50.12,30.39,19.32,26.66,35.38,52.12,63.6,
20100517,9.08,41.22,69.68,63.78,24.87,77.73,34.2,38.31,142.64,35.59,130.44,22.02,63.88,39.84,26.71,70.14,84.68,32.78,28.94,18.41,44.7,15.26,63.38,50.12,30.44,18.68,26.8,35.71,52.73,63.27,
20100518,9.01,39.84,67.72,63.19,24.36,76.85,33.73,38.07,137.36,34.73,129.95,21.43,62.97,39.02,26.55,70.02,84.02,32.35,28.6,18.23,44.48,14.98,63.21,49.83,30.18,17.52,26.57,35.2,53.71,62.79,
20100519,8.87,40.17,66.21,61.44,24.26,76.6,33.39,37.8,140.1,34.38,128.86,21.6,62.22,39.38,26.56,69.4,82.54,32.62,28.24,18.06,43.64,14.99,63.22,50.14,29.99,18.24,26.66,34.81,53.04,62.45,
20100520,8.49,38.62,63,58.67,23.31,73.6,31.99,36.6,136.1,32.89,123.8,20.79,60.55,37.83,25.77,67.66,79.58,31.82,27.11,17.58,41.8,14.43,61.61,48.42,28.96,18.2,25.95,32.71,51.3,60.33,
20100521,8.65,39.82,64.56,60.09,23.46,74.48,32.87,37.7,140.62,33.02,125.42,20.91,60.88,40.05,25.8,67.86,80.7,32.04,26.84,17.85,41.81,14.59,61.85,49.23,28.7,18.55,26.14,33.1,51.37,60.88,
20100524,8.81,39.04,63.15,59.22,23.37,73.44,32.48,36.83,136.69,33.22,124.45,20.67,60.57,38.62,25.73,67.66,79.59,31.86,26.27,17.84,41.62,14.42,61.4,48.49,28.83,18.64,25.7,32.74,51,60.19,
20100525,8.76,39,62.78,59.21,23.31,72.57,32.32,38.15,142.56,33.98,124.52,20.85,60.35,38.94,25.31,67.84,79.47,32.06,26.07,18.23,41.64,14.27,61.05,48.67,28.87,18.24,25.62,32.91,50.28,59.71,
20100526,8.72,38.17,63.26,59.73,22.89,71.55,33.07,37.77,140.3,34.04,123.23,20.7,59.66,38.78,25.04,66.01,79.17,32.42,25.01,18.13,41.63,14.31,60.44,48,28.79,18.35,25.18,31.92,50.02,59.31,
20100527,9.05,40.33,65.13,62.06,23.67,74.36,34.37,39.97,144.95,34.55,126.39,21.76,59.03,40.42,25.62,67.2,81.43,33.62,26,18.48,42.86,14.56,60.95,49.73,29.32,18.42,25.79,32.34,50.7,61.46,
20100528,9.17,39.87,64.18,60.76,23.16,73.87,33.42,38.32,144.26,33.86,125.26,21.42,58.3,39.58,25.7,66.87,79.31,33.69,25.8,18.1,42.4,14.43,61.09,49.47,29.07,18.11,25.73,32.04,50.56,60.46,
20100601,9.32,39.19,62.95,59.27,23,72.29,33.33,36.46,141.86,33.54,124.34,21.18,58.76,38.54,25.65,66.36,78.07,33.53,25.89,17.8,41.57,14.2,61.16,48.6,28.98,17.87,25.44,32.02,50.92,59.25,
20100602,9.43,40.97,64.34,60.86,23.35,74.13,34.74,37.68,144.83,33.87,127.41,21.81,59.73,39.55,26.21,67.77,78.74,34.36,26.46,18.25,42.45,14.4,61.74,49.78,29.91,17.81,25.79,32.82,51.72,60.77,
20100603,9.4,40.54,64.31,61.11,23.72,73.91,34.71,37.14,144.04,33.43,127.96,21.9,59.77,39.1,26.38,67.85,78.34,34.29,26.86,18.41,42.7,14.43,61.8,49.72,30.46,18.21,25.84,32.35,51.72,61.56,
20100604,9.14,38.41,61.15,57.76,22.96,71.28,33.69,35.37,142.25,32.15,125.28,20.95,58.01,37.62,25.64,66.7,76.1,33.17,25.79,17.69,40.99,13.98,60.8,48.61,30.34,18.03,25.44,30.84,50.4,59.53,
20100607,8.96,37.71,60.11,55.83,22.76,71.35,33.04,34.8,138.68,31.55,124.13,20.31,58,36.72,25.4,66.75,74.74,33.31,25.29,17.4,39.78,13.76,60.62,48.27,30.46,17.97,25.32,30,50.74,59.3,
20100608,8.9,38.43,61.02,56.61,22.96,71.02,33.15,35.82,137.78,31.81,123.72,20.18,58.64,37.78,25.78,68.38,74.92,33.81,25.11,17.57,40.41,13.78,62.14,49.09,30.89,18.34,25.88,30.61,50.78,61.24,
20100609,8.69,38.11,61.71,56.81,22.78,70.79,32.94,36.23,136.8,31.76,123.9,19.93,58.17,37.12,25.68,68.26,74.79,33.71,24.79,17.5,39.91,13.76,61.47,48.79,30.53,18.45,25.97,29.83,50.99,60.03,
20100610,8.95,40.03,63.89,59.95,22.77,74.17,34.11,37.58,133.77,32.72,127.68,20.55,58.5,38.29,26.23,69.37,77.43,34.65,25,17.94,41.21,14.12,61.91,49.99,30.7,19.36,26.5,29.96,51.22,61.89,
20100611,9.05,40.13,65.38,60.23,22.91,74.06,34.24,38.05,135.64,32.22,128.45,20.64,58.46,38.09,25.83,69.54,78.3,34.86,25.66,18.08,41.68,14.65,61.01,50.41,30.67,19.02,26.7,29.48,50.86,61.86,
